Date,Precip,MaxAirTemp,RecordMaxTemp,RecordMaxYear,MinAirTemp,RecordMinTemp,RecordMinYear,AvgAirTemp,MaxAirTempTime,MinAirTempTime,MaxRel.Hum.,MinRel.Hum.,Avg.Rel.Hum.,HDD,CDD,GDD,GDD Mod. Sine Wave,Solar Radiation (Langleys),AvgWindDir,AvgWindSpeed,MaxWindSpeed,TimeMaxWindSpeed,MaxSoilTemp2",MinSoilTemp2",AvgSoilTemp2",MaxSoilTemp4",MinSoilTemp4",AvgSoilTemp4",Max50cmAirTemp,Min50cmAirTemp,Avg50cmAirTemp,Max300cmAirTemp,Min300cmAirTemp,Avg300cmAirTemp
2/2/2019,0,37.4,59.0,1968,5.6,-9.0,1996,24.5,5:25 PM,1:25 AM,94,80,89,40.5,0,0,0,274.84,165.724652777778,8.6,14.6,1:45 PM,30.5,27.4,28.7,30.4,28.5,29.2,-,-,-,-,-,-,
2/3/2019,0,54.2,55.0,1973,34.8,-11.0,1985,43.1,5:00 PM,0:00 AM,94,71,85,21.9,0,0,0.8,211.32,180.224305555556,7.6,13.7,4:00 PM,31.6,30.5,31.1,31.0,30.4,30.7,-,-,-,-,-,-,
2/4/2019,0.06,55.8,54.0,1986,42.6,-7.0,1978,48.7,1:00 PM,0:00 AM,98,77,87,16.3,0,0,1.7,158.35,174.114930555556,7.7,13.0,9:45 PM,31.9,31.6,31.7,31.2,31.0,31.1,-,-,-,-,-,-,
2/5/2019,0,50.6,55.0,1962,32.2,-5.0,1978,38.7,1:15 AM,10:35 PM,98,87,93,26.2,0,0,4.7,55.4,179.2263125,4.7,10.3,10:25 PM,32.2,31.9,32.0,31.4,31.2,31.3,-,-,-,-,-,-,
2/6/2019,0.74,43.0,51.0,1964,31.7,-5.0,1979,34.9,2:40 PM,2:50 AM,99,93,98,30.0,0,0,0,44.82,153.650159722222,2.6,10.4,1:15 AM,32.8,32.2,32.5,31.6,31.4,31.5,-,-,-,-,-,-,
2/7/2019,0.3,58.4,54.0,1965,32.5,-5.0,1977,41.8,8:20 PM,6:05 AM,99,87,96,23.1,0,0,2.1,44.19,115.723222222222,7.3,26.3,9:45 PM,34.2,32.7,33.1,31.6,31.5,31.5,-,-,-,-,-,-,
2/8/2019,0,37.9,56.0,1990,15.0,-10.0,1967,20.4,0:00 AM,11:40 PM,89,66,77,44.6,0,0,0,159.2,248.745833333333,16.2,23.1,4:30 AM,34.2,33.1,33.2,31.6,31.5,31.6,-,-,-,-,-,-,
2/9/2019,0,26.5,58.0,2001,15.0,-5.0,1967,19.1,5:45 PM,9:25 AM,86,51,69,45.9,0,0,0,314.01,224.528836805555,4.8,12.0,0:05 AM,33.3,33.0,33.1,31.6,31.6,31.6,-,-,-,-,-,-,
2/10/2019,0.11,29.4,61.0,1965,16.3,-10.0,1978,22.7,4:35 PM,3:50 AM,96,66,84,42.2,0,0,0,104.99,85.6819444444445,5.6,10.1,4:45 PM,33.1,33.0,33.1,31.7,31.6,31.6,-,-,-,-,-,-,
2/11/2019,0.03,30.4,60.0,1965,26.6,-10.0,1982,28.5,12:30 PM,0:00 AM,97,93,95,36.4,0,0,0,121.03,40.6965104166667,5.4,12.4,9:10 PM,33.1,33.0,33.0,31.7,31.6,31.6,-,-,-,-,-,-,
2/12/2019,0.69,40.3,72.0,1999,29.1,-3.0,1982,33.3,4:00 PM,0:00 AM,98,76,95,31.7,0,0,0,61.4,108.028541666667,7.6,21.9,9:45 PM,33.0,29.8,31.0,31.9,31.7,31.8,-,-,-,-,-,-,
2/13/2019,0,30.4,66.0,1990,21.3,-1.0,1981,25.4,0:00 AM,8:50 AM,91,74,81,39.6,0,0,0,221.25,237.496180555555,16.4,21.7,4:25 AM,30.2,29.9,30.1,32.1,31.9,32.0,-,-,-,-,-,-,
2/14/2019,0,45.5,60.0,1954,24.7,0.0,1986,36.5,11:25 PM,4:00 AM,89,62,74,28.5,0,0,0,171.97,168.787847222222,7.2,14.0,11:25 PM,30.1,29.9,29.9,32.1,31.9,32.0,-,-,-,-,-,-,
2/15/2019,0.01,45.4,69.0,1954,23.5,-4.0,1978,33.6,1:50 AM,11:55 PM,90,69,82,31.4,0,0,0,193.12,241.802777777778,11.0,16.1,12:10 PM,29.9,29.7,29.8,32.1,32.0,32.0,-,-,-,-,-,-,
2/16/2019,0,26.4,62.0,1976,20.4,-4.0,1963,23.2,2:55 PM,4:00 AM,87,72,82,41.7,0,0,0,92.49,189.273916666667,5.1,9.7,8:45 PM,29.8,29.7,29.7,32.1,32.1,32.1,-,-,-,-,-,-,
2/17/2019,0.03,28.4,57.0,1999,24.2,-9.0,1958,25.6,2:05 PM,6:55 AM,96,75,84,39.3,0,0,0,83.72,82.3714930555555,8.4,13.9,3:25 PM,29.8,29.7,29.8,32.1,32.1,32.1,-,-,-,-,-,-,
2/18/2019,0.01,28.0,58.0,1994,21.4,-7.0,1979,24.1,3:25 PM,10:55 AM,95,75,87,40.9,0,0,0,183.37,284.799305555556,4.3,8.7,0:10 AM,29.8,29.4,29.7,32.2,32.1,32.1,-,-,-,-,-,-,
2/19/2019,0,34.0,63.0,1994,14.6,-2.0,1993,24.2,4:15 PM,8:10 AM,93,59,78,40.7,0,0,0,352.67,80.1435069444444,2.9,8.7,7:30 PM,29.4,29.2,29.3,32.2,32.0,32.1,-,-,-,-,-,-,
2/20/2019,0.26,41.1,63.0,1954,25.4,-4.0,1978,31.5,9:00 PM,8:30 AM,98,79,91,33.4,0,0,0,93.75,94.1106944444444,7.7,14.2,8:50 AM,29.3,29.2,29.2,32.1,32.1,32.1,-,-,-,-,-,-,
2/21/2019,0,39.5,61.0,1953,32.2,-6.0,1978,35.7,4:10 PM,10:15 PM,94,67,82,29.2,0,0,0,318.15,229.658680555555,9.4,18.6,1:30 AM,29.2,28.8,29.0,32.2,32.1,32.1,-,-,-,-,-,-,
2/22/2019,0,36.1,64.0,1997,26.0,-8.0,1963,30.4,4:55 PM,8:45 AM,92,71,85,34.5,0,0,0,247.51,79.2346180555556,2.7,7.9,1:05 PM,28.8,28.7,28.8,32.2,32.2,32.2,-,-,-,-,-,-,
2/23/2019,0.01,46.7,58.0,1961,28.7,-6.0,1963,35.6,11:55 PM,3:50 AM,98,76,88,29.4,0,0,0,145.83,73.4975694444445,5.9,10.0,2:55 PM,29.0,28.8,28.8,32.2,32.2,32.2,-,-,-,-,-,-,
2/26/2019,0,23.4,72.0,2000,19.7,-13.0,1963,21.1,4:05 PM,10:20 PM,84,71,78,43.9,0,0,0,116.08,99.5423696969697,6.1,11.3,9:10 PM,30.8,30.8,30.8,32.5,32.5,32.5,-,-,-,-,-,-,
2/27/2019,0,36.5,73.0,2000,20.4,-10.0,1963,26.6,2:30 PM,0:10 AM,86,66,75,38.4,0,0,0,115.56,181.629944444444,7.0,12.1,3:50 AM,30.8,30.6,30.7,32.5,32.4,32.4,-,-,-,-,-,-,
2/28/2019,0,30.1,65.0,1976,16.4,-4.0,1963,24.1,3:00 PM,8:30 AM,88,53,70,40.8,0,0,0,331.82,95.2107152777778,4.5,9.0,1:00 AM,30.7,30.6,30.7,32.5,32.4,32.4,-,-,-,-,-,-,
3/1/2019,0,33.3,65.0,1976,17.4,2.0,1967,25.3,2:50 PM,6:25 AM,90,56,75,39.6,0,0,0,325.35,50.5735034722222,3.7,10.0,12:25 PM,30.7,30.5,30.6,32.4,32.4,32.4,-,-,-,-,-,-,
3/2/2019,0,38.0,65.0,1997,21.3,-5.0,1978,29.1,4:10 PM,7:45 AM,92,56,76,35.9,0,0,0,181.61,195.835902777778,2.9,8.0,5:35 PM,30.6,30.5,30.6,32.4,32.3,32.4,-,-,-,-,-,-,
3/3/2019,0.01,30.7,63.0,1974,20.0,-3.0,1978,26.7,1:00 PM,11:55 PM,93,69,85,38.2,0,0,0,115.99,119.31990625,3.4,11.4,9:45 PM,30.5,30.4,30.5,32.4,32.4,32.4,-,-,-,-,-,-,
3/4/2019,0.01,19.7,74.0,1983,5.5,3.0,1984,13.1,0:00 AM,6:55 AM,85,72,78,51.9,0,0,0,299.08,239.859027777778,8.5,14.6,3:15 PM,30.5,30.4,30.5,32.5,32.4,32.5,-,-,-,-,-,-,
3/5/2019,0,19.2,71.0,1976,6.5,2.0,1978,12.1,5:40 PM,7:15 AM,85,62,78,52.8,0,0,0,246.52,224.241319444444,10.5,16.0,2:55 PM,30.5,30.1,30.3,32.5,32.1,32.3,-,-,-,-,-,-,
3/6/2019,0,22.9,69.0,1983,10.1,-4.0,1960,16.5,6:00 PM,8:25 AM,89,57,77,48.5,0,0,0,286.13,226.8125,8.4,14.1,3:10 PM,30.2,29.6,29.9,32.1,31.9,32.0,-,-,-,-,-,-,
3/7/2019,0,29.1,73.0,1983,17.5,4.0,1996,23.7,4:35 PM,7:20 AM,89,46,69,41.3,0,0,0,310.75,219.163368055556,5.7,10.9,3:10 AM,30.0,29.2,29.6,31.9,31.7,31.8,-,-,-,-,-,-,
3/8/2019,0,41.3,76.0,2000,17.7,-4.0,1960,27.9,3:45 PM,2:05 AM,88,43,71,37.1,0,0,0,411.88,97.4692083333334,3.2,7.9,6:35 PM,30.0,29.7,29.8,31.8,31.7,31.8,-,-,-,-,-,-,
3/9/2019,0.4,47.2,80.0,2000,20.1,-5.0,1984,32.7,11:45 PM,5:35 AM,95,54,80,32.2,0,0,0,286.8,60.6104166666667,7.5,21.2,9:40 PM,29.9,29.5,29.7,31.8,31.7,31.8,-,-,-,-,-,-,
3/10/2019,0.12,49.5,69.0,1955,34.5,1.0,1978,40.6,1:25 AM,11:55 PM,94,80,86,24.4,0,0,0,81.84,217.553472222222,14.0,20.2,11:45 AM,29.5,29.0,29.3,31.9,31.8,31.8,-,-,-,-,-,-,
3/11/2019,0,41.8,74.0,1990,29.8,-3.0,1960,33.9,6:25 PM,11:45 PM,91,57,80,31.1,0,0,0,323.75,241.548958333333,8.3,13.8,4:05 PM,29.0,28.8,28.9,31.9,31.9,31.9,-,-,-,-,-,-,
3/12/2019,0,44.2,74.0,1990,21.9,7.0,1984,32.6,6:45 PM,7:55 AM,91,47,72,32.3,0,0,0,503.83,185.836909722222,2.7,7.3,3:15 PM,29.0,28.7,28.9,32.0,31.9,32.0,-,-,-,-,-,-,
3/13/2019,0,57.1,73.0,1990,32.0,0.0,1960,43.8,5:30 PM,1:40 AM,90,55,73,21.2,0,0,1.6,190.7,138.012847222222,5.2,10.1,12:35 PM,32.7,29.0,29.8,35.1,32.0,32.6,-,-,-,-,-,-,
3/14/2019,0.69,66.5,77.0,1990,48.3,6.0,1993,57.1,6:35 PM,1:35 AM,92,49,73,7.8,0,7.1,7.6,113.64,164.875694444444,10.4,21.0,10:00 PM,40.9,32.6,35.8,43.1,35.1,38.2,-,-,-,-,-,-,
3/15/2019,0.02,49.1,77.0,1990,33.0,7.0,1960,41.1,0:00 AM,11:40 PM,93,72,85,23.9,0,0,0,90.14,228.438194444444,13.6,19.3,1:30 AM,40.7,36.6,38.4,43.1,39.3,40.9,-,-,-,-,-,-,
3/16/2019,0,38.5,74.0,1977,29.0,11.0,1994,33.8,1:05 PM,11:35 PM,95,62,79,31.2,0,0,0,279.3,257.042361111111,6.5,11.8,3:30 PM,38.0,34.5,36.1,39.6,37.0,38.4,-,-,-,-,-,-,
3/17/2019,0,40.8,68.0,2003,21.3,5.0,1956,30.6,2:30 PM,6:45 AM,95,53,81,34.4,0,0,0,379.58,170.661493055555,2.7,7.4,4:10 PM,38.1,32.8,35.2,39.3,35.3,37.3,-,-,-,-,-,-,
3/18/2019,0,42.4,74.0,2003,27.2,9.0,1967,32.5,4:25 PM,2:40 AM,97,56,84,32.5,0,0,0,246.18,177.871979166667,2.3,5.3,3:55 AM,39.6,34.0,36.3,40.5,36.3,38.0,-,-,-,-,-,-,
3/19/2019,0,47.4,68.0,1969,26.6,11.0,1965,36.3,4:25 PM,8:00 AM,91,49,72,28.6,0,0,0,401.31,186.323611111111,4.2,9.7,3:25 PM,40.6,33.9,36.9,41.1,36.3,38.6,-,-,-,-,-,-,
3/20/2019,0.18,51.3,72.0,1968,28.3,10.0,1956,39.6,1:10 PM,3:15 AM,93,44,73,25.4,0,0,0.1,251.56,143.123958333333,5.3,14.5,7:05 PM,39.0,34.3,36.9,40.0,36.4,38.4,-,-,-,-,-,-,
3/21/2019,0.16,47.6,76.0,1953,39.1,10.0,1986,42.2,2:30 PM,11:15 PM,97,82,91,22.8,0,0,0,134.34,244.996909722222,4.0,10.2,0:40 AM,41.1,37.6,38.9,42.3,39.5,40.5,-,-,-,-,-,-,
3/22/2019,0,43.9,71.0,1972,32.7,10.0,1992,37.9,4:50 PM,11:40 PM,93,55,76,27.1,0,0,0,215.22,287.892708333333,7.7,15.0,12:20 PM,39.6,36.9,38.2,41.7,39.4,40.4,-,-,-,-,-,-,
3/23/2019,0,48.5,73.0,1988,23.8,14.0,1960,35.3,6:00 PM,7:45 AM,87,39,66,29.7,0,0,0,556,255.386805555556,3.9,8.2,3:55 PM,42.8,34.0,37.7,43.2,36.7,39.6,-,-,-,-,-,-,
3/24/2019,0.02,56.5,72.0,1966,30.6,8.0,1974,43.0,3:25 PM,4:30 AM,96,42,68,22.0,0,0,1.4,215.55,173.010416666666,3.5,9.9,4:05 PM,41.4,36.1,38.8,42.5,38.4,40.5,-,-,-,-,-,-,
3/25/2019,0.01,43.8,74.0,2000,29.6,3.0,1974,36.8,0:10 AM,11:35 PM,97,40,68,28.2,0,0,0,510.75,52.9520208333333,6.0,15.6,11:30 AM,43.5,38.2,40.5,44.4,40.4,42.2,-,-,-,-,-,-,
3/26/2019,0,40.7,74.0,1986,22.0,4.0,1974,31.7,4:10 PM,4:10 AM,89,37,63,33.2,0,0,0,576.41,116.529597222222,4.0,9.3,6:15 PM,42.8,35.0,38.5,43.8,37.8,40.7,-,-,-,-,-,-,
3/27/2019,0,56.3,77.0,1967,21.0,7.0,1965,38.9,5:40 PM,7:15 AM,91,30,56,26.1,0,0,1.1,567.41,106.269444444444,3.4,9.9,5:15 PM,43.4,34.7,38.7,44.4,37.6,40.8,-,-,-,-,-,-,
3/28/2019,0.04,67.0,79.0,1998,39.0,14.0,1955,51.0,4:30 PM,3:15 AM,94,42,62,13.9,0,1.0,6.0,295.49,188.051388888889,8.8,18.5,1:25 PM,44.0,38.4,40.7,45.4,40.8,42.6,-,-,-,-,-,-,
3/29/2019,0.34,52.5,76.0,1987,39.4,21.0,1983,43.2,3:10 AM,11:20 AM,97,85,93,21.8,0,0,0.4,81.24,94.7110763888889,5.7,11.6,9:10 AM,43.4,41.2,42.1,45.3,43.9,44.6,-,-,-,-,-,-,
3/30/2019,0.88,55.7,80.0,1986,32.0,15.0,1969,45.8,12:10 PM,10:35 PM,99,89,95,19.1,0,0,1.2,61.16,230.109479166667,7.9,17.5,10:10 AM,43.9,40.9,42.4,46.0,43.6,44.8,-,-,-,-,-,-,
3/31/2019,0.02,32.6,81.0,1986,24.6,14.0,1969,29.8,3:55 PM,8:50 AM,98,65,79,35.1,0,0,0,284.01,295.090972222222,6.8,12.5,1:20 AM,40.8,37.5,38.7,44.1,40.7,41.7,-,-,-,-,-,-,
4/1/2019,0,42.5,79.0,1998,21.7,10.0,1964,32.5,5:30 PM,6:35 AM,87,48,69,32.4,0,0,0,589.5,212.002777777778,4.7,11.6,4:25 PM,43.1,34.6,38.3,44.1,37.8,40.6,-,-,-,-,-,-,
4/2/2019,0,55.6,79.0,1986,30.1,17.0,1964,42.5,5:45 PM,6:50 AM,82,40,62,22.4,0,0,1.1,488.22,180.864583333333,7.0,14.0,4:40 PM,44.1,36.5,39.9,45.0,39.4,42.0,-,-,-,-,-,-,
4/3/2019,0,56.6,81.0,1963,38.1,19.0,1954,46.9,4:25 PM,6:30 AM,87,35,62,18.0,0,0,1.7,594.16,226.852777777778,7.2,13.7,3:20 PM,47.0,38.9,42.4,47.3,41.6,44.1,-,-,-,-,-,-,
4/4/2019,0,47.1,78.0,1999,37.7,13.0,1995,41.3,5:55 AM,8:00 PM,80,60,68,23.6,0,0,0,167.98,114.136909722222,7.4,14.8,2:05 PM,43.8,40.5,42.2,45.9,43.0,44.2,-,-,-,-,-,-,
4/5/2019,0,60.6,81.0,1988,37.3,20.0,1982,48.2,4:05 PM,7:50 AM,92,62,78,16.8,0,0,3.1,320.38,115.057128472222,4.0,9.2,11:30 AM,47.0,39.6,42.8,47.9,41.9,44.4,-,-,-,-,-,-,
4/6/2019,0,68.5,80.0,1991,46.2,8.0,1982,55.4,3:40 PM,7:55 AM,94,52,76,9.5,0,5.4,7.9,525.52,96.415125,2.9,10.1,5:10 PM,52.6,43.8,47.5,53.1,45.9,48.8,-,-,-,-,-,-,
4/7/2019,0.05,74.3,83.0,1954,43.6,8.0,1982,58.4,2:55 PM,7:15 AM,92,50,80,6.6,0,8.3,10.2,271.29,112.576319444444,5.0,15.0,4:00 PM,51.1,44.8,48.2,52.4,47.5,50.1,-,-,-,-,-,-,
4/8/2019,0.15,70.0,80.0,1954,56.1,13.0,1982,62.5,5:35 PM,10:30 PM,95,54,81,2.4,0,12.5,13.0,305.94,221.340277777778,7.7,13.3,1:20 AM,53.4,49.7,51.2,55.1,52.0,53.1,-,-,-,-,-,-,
4/9/2019,0,65.3,78.0,1953,43.1,16.0,1957,57.1,3:35 PM,11:55 PM,90,32,60,7.8,0,7.1,5.8,615.6,237.370833333333,5.7,9.9,10:10 AM,54.8,48.6,51.3,56.2,51.3,53.5,-,-,-,-,-,-,
4/10/2019,0.01,46.6,78.0,1955,36.8,18.0,1997,41.8,1:25 PM,7:00 AM,93,67,80,23.2,0,0,0,239.03,69.8611145833333,5.3,12.5,9:30 PM,50.9,46.2,47.9,54.1,49.5,50.9,-,-,-,-,-,-,
4/11/2019,0,47.3,80.0,1977,37.0,23.0,1975,41.5,4:10 PM,6:40 AM,90,75,82,23.5,0,0,0,347.94,50.5592361111111,10.1,17.2,10:15 AM,47.3,43.2,45.2,49.5,46.6,48.1,-,-,-,-,-,-,
4/12/2019,0.16,69.1,81.0,1977,43.8,22.0,1976,59.9,8:35 AM,0:00 AM,94,50,69,5.1,0,9.8,7.7,294.28,177.853125,10.3,19.6,12:50 PM,50.4,45.0,47.7,52.3,47.9,49.9,-,-,-,-,-,-,
4/13/2019,0,60.9,82.0,1977,40.4,26.0,1957,50.7,5:00 PM,7:50 AM,80,39,58,14.3,0,0.6,3.5,509.44,229.928472222222,6.8,14.6,1:20 PM,50.1,44.7,47.4,52.0,48.0,50.1,-,-,-,-,-,-,
4/14/2019,0.53,48.6,82.0,1977,37.7,25.0,1957,40.8,0:00 AM,6:25 AM,98,54,88,24.2,0,0,0,79.52,140.666704861111,7.7,18.8,9:50 AM,47.7,43.4,44.8,50.8,46.9,48.2,-,-,-,-,-,-,
4/15/2019,0.02,54.6,80.0,1954,33.1,24.0,1957,42.5,6:20 PM,3:55 AM,98,44,76,22.5,0,0,0.9,542.91,258.339930555556,7.1,11.7,5:05 PM,49.1,41.8,44.8,50.9,45.4,47.7,-,-,-,-,-,-,
4/16/2019,0,71.4,82.0,1976,39.5,24.0,1962,54.5,6:20 PM,1:50 AM,86,49,68,10.4,0,4.5,8.0,475.59,174.980840277778,6.9,16.3,12:10 PM,51.6,44.3,47.4,53.2,47.3,49.7,-,-,-,-,-,-,
4/17/2019,0.01,64.9,86.0,2002,42.6,24.0,1962,50.1,11:35 PM,8:40 AM,95,71,86,14.9,0,0.1,5.6,279.27,57.7550902777778,4.5,9.2,10:35 PM,51.1,46.8,48.9,53.1,49.8,51.5,-,-,-,-,-,-,
4/18/2019,0.14,75.0,83.0,1964,53.7,25.0,1983,64.7,3:50 PM,11:55 PM,96,57,75,0.3,0,14.6,14.3,284.37,203.607986111111,10.4,23.1,1:30 PM,53.4,49.1,51.1,55.6,52.0,53.5,-,-,-,-,-,-,
4/19/2019,0.79,53.0,85.0,1958,39.6,25.0,1997,44.6,0:00 AM,11:05 PM,97,91,95,20.4,0,0,0.6,78.17,285.177722222222,6.2,12.1,6:50 AM,52.4,46.2,49.1,55.2,50.4,52.6,-,-,-,-,-,-,
4/20/2019,0.6,44.6,89.0,2004,39.8,26.0,1953,42.3,5:35 PM,0:00 AM,97,93,95,22.7,0,0,0,128.79,135.716145833333,5.3,10.2,8:30 AM,46.4,44.4,45.4,50.4,48.2,49.1,-,-,-,-,-,-,
4/21/2019,0,62.7,85.0,1987,42.6,27.0,1981,50.2,5:55 PM,6:20 AM,97,55,83,14.7,0,0.2,4.6,459.96,200.314809027778,3.4,6.6,11:55 AM,52.6,44.9,48.0,55.0,48.4,50.8,-,-,-,-,-,-,
4/22/2019,0,73.4,86.0,1985,44.4,26.0,1959,59.6,5:20 PM,6:25 AM,94,35,65,5.4,0,9.5,9.9,633.46,144.163194444445,4.3,9.0,1:50 PM,55.6,47.3,51.3,57.8,50.8,54.0,-,-,-,-,-,-,
4/23/2019,0,70.4,87.0,1985,47.8,26.0,1956,61.5,11:45 AM,11:55 PM,85,57,68,3.5,0,11.4,9.3,435.42,218.814930555555,10.2,17.4,2:55 PM,57.2,51.9,53.4,57.6,54.7,56.1,-,-,-,-,-,-,
4/24/2019,0,60.8,87.0,1957,37.7,29.0,2002,49.6,3:15 PM,7:00 AM,94,44,72,15.4,0,0,3.2,508.62,130.980479166667,3.0,9.1,6:25 PM,55.5,48.0,51.9,57.7,51.9,54.9,-,-,-,-,-,-,
4/25/2019,0.54,67.5,88.0,1990,46.7,24.0,1999,56.2,3:15 PM,0:55 AM,98,70,84,8.7,0,6.2,7.6,245.2,99.4323923611111,3.2,10.1,11:55 PM,55.5,50.4,52.7,57.9,53.9,55.7,-,-,-,-,-,-,
4/26/2019,0.82,64.1,86.0,1990,47.1,28.0,1993,53.4,4:20 PM,11:40 PM,98,54,83,11.5,0,3.4,6.1,260.37,265.566493055556,6.4,13.9,4:55 PM,53.7,49.9,51.5,57.4,55.2,56.3,-,-,-,-,-,-,
4/27/2019,0.28,53.4,88.0,1986,39.3,28.0,1971,45.0,1:45 PM,5:45 AM,96,39,71,19.9,0,0,0.7,414.43,223.285590277778,6.2,12.9,4:40 PM,51.2,46.2,48.7,55.5,51.7,53.6,-,-,-,-,-,-,
4/28/2019,0.3,51.5,87.0,1986,38.3,24.0,2004,44.2,6:10 PM,8:10 AM,96,51,77,20.8,0,0,0.2,632.74,82.82984375,5.7,10.5,7:00 PM,53.8,45.4,48.9,57.0,50.6,53.3,-,-,-,-,-,-,
4/29/2019,0.33,49.7,84.0,1986,38.5,31.0,1973,43.9,1:25 PM,5:00 AM,97,64,80,21.1,0,0,0,118.88,131.617767361111,6.4,19.8,7:30 AM,50.0,46.4,47.3,55.0,51.1,51.9,-,-,-,-,-,-,
4/30/2019,0.2,49.9,82.0,1970,43.7,7.0,1993,45.7,3:30 PM,4:40 AM,97,88,94,19.3,0,0,0,156.73,122.831479166667,5.4,13.3,11:15 PM,48.3,46.3,47.0,51.9,50.5,51.1,-,-,-,-,-,-,
5/1/2019,0.13,77.8,88.0,1957,45.4,29.0,1963,59.2,2:10 PM,1:40 AM,96,64,88,5.7,0,9.2,12.3,232.27,147.707881944444,8.4,19.9,1:40 PM,52.2,46.3,49.1,55.3,50.3,52.5,-,-,-,-,-,-,
5/2/2019,0,63.9,87.0,1959,54.2,30.0,1997,58.0,3:30 PM,10:10 AM,98,84,95,7.0,0,7.9,9.0,270.13,90.3791388888889,3.0,7.4,11:50 AM,55.5,51.4,52.9,58.3,55.1,56.2,-,-,-,-,-,-,
5/3/2019,0.11,59.8,88.0,1959,47.1,32.0,1978,52.0,8:30 AM,11:45 PM,99,94,97,12.9,0,2.0,4.0,102.95,86.8588368055555,2.2,5.6,4:05 PM,53.9,51.6,52.8,57.6,55.5,56.4,-,-,-,-,-,-,
5/4/2019,0.01,52.8,87.0,1955,45.4,24.0,2005,48.4,7:25 PM,3:55 AM,97,79,90,16.5,0,0,0.7,219.46,120.706868055556,2.9,7.2,12:25 PM,52.8,50.2,51.4,55.8,53.8,54.8,-,-,-,-,-,-,
5/5/2019,0,66.1,86.0,1959,44.0,30.0,2005,54.4,5:05 PM,5:20 AM,99,51,80,10.6,0,4.3,6.4,561.97,115.027677083333,2.8,7.4,1:00 PM,57.9,49.5,52.9,59.8,53.2,55.8,-,-,-,-,-,-,
5/6/2019,0,76.4,91.0,1959,47.0,29.0,1968,63.2,4:30 PM,6:55 AM,89,41,64,1.7,0,13.2,12.0,637.9,191.895486111111,5.1,11.8,2:20 PM,59.0,51.7,54.1,61.7,55.4,58.4,-,-,-,-,-,-,
5/7/2019,0,64.6,87.0,1982,46.4,30.0,1968,51.3,0:00 AM,11:55 PM,94,68,81,13.6,0,1.3,6.1,387.83,53.7183402777778,5.2,13.5,12:00 PM,53.8,50.2,51.7,60.5,57.3,58.4,-,-,-,-,-,-,
5/8/2019,0,58.8,86.0,2000,44.8,29.0,1983,50.5,3:35 PM,1:20 AM,88,67,77,14.4,0,0.5,3.1,453.74,47.5760069444445,7.3,13.7,2:15 PM,51.5,47.8,49.3,58.2,54.5,56.2,-,-,-,-,-,-,
5/9/2019,0.25,75.8,87.0,1979,49.2,33.0,1954,65.1,3:35 PM,4:00 AM,94,67,82,0,0.1,15.1,12.5,242.55,153.347520833333,8.8,17.6,1:25 PM,53.0,48.2,50.5,60.1,55.1,57.3,-,-,-,-,-,-,
5/10/2019,0.07,66.0,88.0,1963,45.1,27.0,1966,54.8,1:25 AM,11:50 PM,96,66,83,10.1,0,4.8,6.5,189.4,243.611805555556,6.4,12.6,1:10 PM,58.6,50.3,54.7,59.9,54.6,58.3,-,-,-,-,-,-,
5/11/2019,0.02,56.0,87.0,1993,40.6,34.0,1966,48.6,1:10 PM,4:15 AM,95,55,76,16.4,0,0,1.6,500.14,100.537465277778,5.9,14.0,3:20 PM,62.9,50.4,55.4,59.0,52.2,55.4,-,-,-,-,-,-,
5/12/2019,0.24,50.0,89.0,1979,44.8,31.0,1996,47.3,11:10 AM,2:25 AM,97,85,91,17.7,0,0,0,129.41,40.67340625,4.4,9.4,12:05 PM,55.2,52.1,53.7,55.3,53.0,54.0,-,-,-,-,-,-,
5/13/2019,0,51.9,89.0,1956,43.9,33.0,1994,48.0,8:10 PM,10:05 PM,97,76,90,17.0,0,0,0.3,157.51,266.890569444444,3.6,8.4,11:40 AM,55.5,52.1,53.5,54.6,52.6,53.5,-,-,-,-,-,-,
5/14/2019,0,66.6,89.0,1987,38.0,37.0,2003,53.3,6:20 PM,6:45 AM,96,42,70,11.7,0,3.2,5.7,629.94,252.367013888889,3.2,7.0,3:35 PM,65.6,48.7,56.2,60.7,50.3,55.0,-,-,-,-,-,-,
5/15/2019,0,72.5,92.0,1988,43.9,37.0,1973,59.9,4:45 PM,4:55 AM,88,35,61,5.0,0,9.9,9.4,587.76,201.788541666667,4.5,11.2,4:55 PM,65.8,52.3,58.7,62.0,53.4,57.6,-,-,-,-,-,-,
5/16/2019,0,77.5,92.0,1991,48.6,32.0,1984,64.8,4:00 PM,6:30 AM,93,41,70,0.1,0,14.8,13.2,503.33,178.542361111111,6.4,16.0,6:00 PM,66.1,54.8,60.4,62.8,55.6,59.2,-,-,-,-,-,-,
5/17/2019,0.04,69.5,92.0,1962,55.7,32.0,2005,61.9,11:20 AM,11:10 PM,96,74,86,3.1,0,11.8,12.5,266.42,127.471815972222,4.5,10.3,7:45 PM,67.9,60.3,63.0,64.2,59.6,61.5,-,-,-,-,-,-,
5/18/2019,0.1,85.6,93.0,1962,49.9,35.0,1955,64.9,3:40 PM,7:55 AM,93,51,79,0.1,0,14.8,17.7,571.94,101.362131944444,4.5,8.7,9:50 AM,74.8,57.9,65.4,69.2,58.3,63.1,-,-,-,-,-,-,
